"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"02.06.2017 00:15 - 02.06.2017 00:30","45975","46995"
"02.06.2017 00:30 - 02.06.2017 00:45","45289","46260"
"02.06.2017 00:45 - 02.06.2017 01:00","44714","45689"
"02.06.2017 01:00 - 02.06.2017 01:15","44211","45261"
"02.06.2017 01:15 - 02.06.2017 01:30","43774","44925"
"02.06.2017 01:30 - 02.06.2017 01:45","43378","44742"
"02.06.2017 01:45 - 02.06.2017 02:00","43049","44339"
"02.06.2017 02:00 - 02.06.2017 02:15","42817","44011"
"02.06.2017 02:15 - 02.06.2017 02:30","42602","43614"
"02.06.2017 02:30 - 02.06.2017 02:45","42720","43722"
"02.06.2017 02:45 - 02.06.2017 03:00","42567","43637"
"02.06.2017 03:00 - 02.06.2017 03:15","42743","43746"
"02.06.2017 03:15 - 02.06.2017 03:30","42825","43767"
"02.06.2017 03:30 - 02.06.2017 03:45","42843","43840"
"02.06.2017 03:45 - 02.06.2017 04:00","42881","44136"
"02.06.2017 04:00 - 02.06.2017 04:15","43206","44549"
"02.06.2017 04:15 - 02.06.2017 04:30","43665","44901"
"02.06.2017 04:30 - 02.06.2017 04:45","43886","44976"
"02.06.2017 04:45 - 02.06.2017 05:00","44283","45287"
"02.06.2017 05:00 - 02.06.2017 05:15","45246","46180"
"02.06.2017 05:15 - 02.06.2017 05:30","45698","46651"
"02.06.2017 05:30 - 02.06.2017 05:45","46667","47973"
"02.06.2017 05:45 - 02.06.2017 06:00","47943","49362"
"02.06.2017 06:00 - 02.06.2017 06:15","50646","52528"
"02.06.2017 06:15 - 02.06.2017 06:30","52707","54310"
"02.06.2017 06:30 - 02.06.2017 06:45","54380","56119"
"02.06.2017 06:45 - 02.06.2017 07:00","55790","57841"
"02.06.2017 07:00 - 02.06.2017 07:15","57659","59605"
"02.06.2017 07:15 - 02.06.2017 07:30","59644","60788"
"02.06.2017 07:30 - 02.06.2017 07:45","61144","62051"
"02.06.2017 07:45 - 02.06.2017 08:00","62287","62927"
"02.06.2017 08:00 - 02.06.2017 08:15","63007","63914"
"02.06.2017 08:15 - 02.06.2017 08:30","63432","64571"
"02.06.2017 08:30 - 02.06.2017 08:45","64256","65036"
"02.06.2017 08:45 - 02.06.2017 09:00","64378","65175"
"02.06.2017 09:00 - 02.06.2017 09:15","64529","64742"
"02.06.2017 09:15 - 02.06.2017 09:30","64883","65210"
"02.06.2017 09:30 - 02.06.2017 09:45","65307","65964"
"02.06.2017 09:45 - 02.06.2017 10:00","65785","66255"
"02.06.2017 10:00 - 02.06.2017 10:15","66369","66921"
"02.06.2017 10:15 - 02.06.2017 10:30","66431","66811"
"02.06.2017 10:30 - 02.06.2017 10:45","66669","67287"
"02.06.2017 10:45 - 02.06.2017 11:00","67262","67548"
"02.06.2017 11:00 - 02.06.2017 11:15","67273","67828"
"02.06.2017 11:15 - 02.06.2017 11:30","67675","68307"
"02.06.2017 11:30 - 02.06.2017 11:45","67827","68558"
"02.06.2017 11:45 - 02.06.2017 12:00","67195","68399"
"02.06.2017 12:00 - 02.06.2017 12:15","66946","68031"
"02.06.2017 12:15 - 02.06.2017 12:30","67001","68039"
"02.06.2017 12:30 - 02.06.2017 12:45","66441","67753"
"02.06.2017 12:45 - 02.06.2017 13:00","66212","67678"
"02.06.2017 13:00 - 02.06.2017 13:15","65618","67386"
"02.06.2017 13:15 - 02.06.2017 13:30","65289","67047"
"02.06.2017 13:30 - 02.06.2017 13:45","64728","66160"
"02.06.2017 13:45 - 02.06.2017 14:00","63996","65252"
"02.06.2017 14:00 - 02.06.2017 14:15","63376","64405"
"02.06.2017 14:15 - 02.06.2017 14:30","63096","64990"
"02.06.2017 14:30 - 02.06.2017 14:45","62869","64781"
"02.06.2017 14:45 - 02.06.2017 15:00","62970","64573"
"02.06.2017 15:00 - 02.06.2017 15:15","62912","64493"
"02.06.2017 15:15 - 02.06.2017 15:30","62182","64053"
"02.06.2017 15:30 - 02.06.2017 15:45","61935","63763"
"02.06.2017 15:45 - 02.06.2017 16:00","61285","63127"
"02.06.2017 16:00 - 02.06.2017 16:15","61162","62880"
"02.06.2017 16:15 - 02.06.2017 16:30","61264","62559"
"02.06.2017 16:30 - 02.06.2017 16:45","61268","62337"
"02.06.2017 16:45 - 02.06.2017 17:00","60529","61875"
"02.06.2017 17:00 - 02.06.2017 17:15","60486","61872"
"02.06.2017 17:15 - 02.06.2017 17:30","60345","61702"
"02.06.2017 17:30 - 02.06.2017 17:45","60551","61174"
"02.06.2017 17:45 - 02.06.2017 18:00","60289","61336"
"02.06.2017 18:00 - 02.06.2017 18:15","59873","60905"
"02.06.2017 18:15 - 02.06.2017 18:30","59894","60328"
"02.06.2017 18:30 - 02.06.2017 18:45","59707","60025"
"02.06.2017 18:45 - 02.06.2017 19:00","59835","59942"
"02.06.2017 19:00 - 02.06.2017 19:15","59811","59516"
"02.06.2017 19:15 - 02.06.2017 19:30","59434","59025"
"02.06.2017 19:30 - 02.06.2017 19:45","58879","58576"
"02.06.2017 19:45 - 02.06.2017 20:00","58532","58376"
"02.06.2017 20:00 - 02.06.2017 20:15","57915","57834"
"02.06.2017 20:15 - 02.06.2017 20:30","56848","56904"
"02.06.2017 20:30 - 02.06.2017 20:45","55822","56287"
"02.06.2017 20:45 - 02.06.2017 21:00","55390","55203"
"02.06.2017 21:00 - 02.06.2017 21:15","54134","54473"
"02.06.2017 21:15 - 02.06.2017 21:30","54124","54228"
"02.06.2017 21:30 - 02.06.2017 21:45","53849","54088"
"02.06.2017 21:45 - 02.06.2017 22:00","53508","53696"
"02.06.2017 22:00 - 02.06.2017 22:15","53247","53449"
"02.06.2017 22:15 - 02.06.2017 22:30","52743","52469"
"02.06.2017 22:30 - 02.06.2017 22:45","51836","51607"
"02.06.2017 22:45 - 02.06.2017 23:00","50688","50550"
"02.06.2017 23:00 - 02.06.2017 23:15","49225","49817"
"02.06.2017 23:15 - 02.06.2017 23:30","48489","48881"
"02.06.2017 23:30 - 02.06.2017 23:45","47621","48053"
"02.06.2017 23:45 - 03.06.2017 00:00","46413","47457"
"03.06.2017 00:00 - 03.06.2017 00:15","44644","46632"
"03.06.2017 00:15 - 03.06.2017 00:30","44084","45829"
"03.06.2017 00:30 - 03.06.2017 00:45","43479","45123"
"03.06.2017 00:45 - 03.06.2017 01:00","42925","44537"
"03.06.2017 01:00 - 03.06.2017 01:15","42227","43895"
"03.06.2017 01:15 - 03.06.2017 01:30","41789","43817"
"03.06.2017 01:30 - 03.06.2017 01:45","41255","43273"
"03.06.2017 01:45 - 03.06.2017 02:00","40836","42828"
"03.06.2017 02:00 - 03.06.2017 02:15","40527","42362"
"03.06.2017 02:15 - 03.06.2017 02:30","40241","41861"
"03.06.2017 02:30 - 03.06.2017 02:45","40150","41859"
"03.06.2017 02:45 - 03.06.2017 03:00","40112","41825"
"03.06.2017 03:00 - 03.06.2017 03:15","40089","41547"
"03.06.2017 03:15 - 03.06.2017 03:30","39979","41497"
"03.06.2017 03:30 - 03.06.2017 03:45","39939","41097"
"03.06.2017 03:45 - 03.06.2017 04:00","39927","41126"
"03.06.2017 04:00 - 03.06.2017 04:15","40028","41199"
"03.06.2017 04:15 - 03.06.2017 04:30","40076","41090"
"03.06.2017 04:30 - 03.06.2017 04:45","40104","41100"
"03.06.2017 04:45 - 03.06.2017 05:00","40102","40972"
"03.06.2017 05:00 - 03.06.2017 05:15","40216","40853"
"03.06.2017 05:15 - 03.06.2017 05:30","39947","40518"
"03.06.2017 05:30 - 03.06.2017 05:45","40061","40431"
"03.06.2017 05:45 - 03.06.2017 06:00","40268","40936"
"03.06.2017 06:00 - 03.06.2017 06:15","40683","41833"
"03.06.2017 06:15 - 03.06.2017 06:30","41266","42884"
"03.06.2017 06:30 - 03.06.2017 06:45","41798","43616"
"03.06.2017 06:45 - 03.06.2017 07:00","42683","44521"
"03.06.2017 07:00 - 03.06.2017 07:15","43873","45442"
"03.06.2017 07:15 - 03.06.2017 07:30","44843","46472"
"03.06.2017 07:30 - 03.06.2017 07:45","46401","47262"
"03.06.2017 07:45 - 03.06.2017 08:00","47633","48419"
"03.06.2017 08:00 - 03.06.2017 08:15","48846","49643"
"03.06.2017 08:15 - 03.06.2017 08:30","49826","50583"
"03.06.2017 08:30 - 03.06.2017 08:45","50607","51077"
"03.06.2017 08:45 - 03.06.2017 09:00","51501","52357"
"03.06.2017 09:00 - 03.06.2017 09:15","52513","53339"
"03.06.2017 09:15 - 03.06.2017 09:30","53099","53833"
"03.06.2017 09:30 - 03.06.2017 09:45","53688","54611"
"03.06.2017 09:45 - 03.06.2017 10:00","54229","55038"
"03.06.2017 10:00 - 03.06.2017 10:15","55010","55540"
"03.06.2017 10:15 - 03.06.2017 10:30","55488","55532"
"03.06.2017 10:30 - 03.06.2017 10:45","55807","55607"
"03.06.2017 10:45 - 03.06.2017 11:00","56136","55749"
"03.06.2017 11:00 - 03.06.2017 11:15","56573","56301"
"03.06.2017 11:15 - 03.06.2017 11:30","56860","56595"
"03.06.2017 11:30 - 03.06.2017 11:45","57151","57051"
"03.06.2017 11:45 - 03.06.2017 12:00","56855","57132"
"03.06.2017 12:00 - 03.06.2017 12:15","56564","57120"
"03.06.2017 12:15 - 03.06.2017 12:30","56452","56892"
"03.06.2017 12:30 - 03.06.2017 12:45","55770","56521"
"03.06.2017 12:45 - 03.06.2017 13:00","55449","56195"
"03.06.2017 13:00 - 03.06.2017 13:15","54549","55812"
"03.06.2017 13:15 - 03.06.2017 13:30","54491","55162"
"03.06.2017 13:30 - 03.06.2017 13:45","53949","55109"
"03.06.2017 13:45 - 03.06.2017 14:00","53061","54118"
"03.06.2017 14:00 - 03.06.2017 14:15","52731","53483"
"03.06.2017 14:15 - 03.06.2017 14:30","52118","53687"
"03.06.2017 14:30 - 03.06.2017 14:45","51789","53180"
"03.06.2017 14:45 - 03.06.2017 15:00","51989","52668"
"03.06.2017 15:00 - 03.06.2017 15:15","52277","52299"
"03.06.2017 15:15 - 03.06.2017 15:30","51387","52087"
"03.06.2017 15:30 - 03.06.2017 15:45","51401","52225"
"03.06.2017 15:45 - 03.06.2017 16:00","51019","51675"
"03.06.2017 16:00 - 03.06.2017 16:15","51199","51361"
"03.06.2017 16:15 - 03.06.2017 16:30","51715","50854"
"03.06.2017 16:30 - 03.06.2017 16:45","51619","50187"
"03.06.2017 16:45 - 03.06.2017 17:00","50911","50288"
"03.06.2017 17:00 - 03.06.2017 17:15","51034","50682"
"03.06.2017 17:15 - 03.06.2017 17:30","51094","51119"
"03.06.2017 17:30 - 03.06.2017 17:45","51449","51375"
"03.06.2017 17:45 - 03.06.2017 18:00","51339","51296"
"03.06.2017 18:00 - 03.06.2017 18:15","51458","51320"
"03.06.2017 18:15 - 03.06.2017 18:30","51836","51059"
"03.06.2017 18:30 - 03.06.2017 18:45","51698","51055"
"03.06.2017 18:45 - 03.06.2017 19:00","51628","50504"
"03.06.2017 19:00 - 03.06.2017 19:15","51733","50565"
"03.06.2017 19:15 - 03.06.2017 19:30","51518","49980"
"03.06.2017 19:30 - 03.06.2017 19:45","50992","49609"
"03.06.2017 19:45 - 03.06.2017 20:00","50251","49278"
"03.06.2017 20:00 - 03.06.2017 20:15","50053","48786"
"03.06.2017 20:15 - 03.06.2017 20:30","49421","47957"
"03.06.2017 20:30 - 03.06.2017 20:45","48462","47922"
"03.06.2017 20:45 - 03.06.2017 21:00","48114","47346"
"03.06.2017 21:00 - 03.06.2017 21:15","47071","47262"
"03.06.2017 21:15 - 03.06.2017 21:30","47061","46885"
"03.06.2017 21:30 - 03.06.2017 21:45","47435","46710"
"03.06.2017 21:45 - 03.06.2017 22:00","47491","46515"
"03.06.2017 22:00 - 03.06.2017 22:15","47721","46139"
"03.06.2017 22:15 - 03.06.2017 22:30","47421","45461"
"03.06.2017 22:30 - 03.06.2017 22:45","46719","44447"
"03.06.2017 22:45 - 03.06.2017 23:00","45765","43474"
"03.06.2017 23:00 - 03.06.2017 23:15","44595","42764"
"03.06.2017 23:15 - 03.06.2017 23:30","43865","42070"
"03.06.2017 23:30 - 03.06.2017 23:45","43115","41172"
"03.06.2017 23:45 - 04.06.2017 00:00","42098","40396"
"04.06.2017 00:00 - 04.06.2017 00:15","40210","39675"
"04.06.2017 00:15 - 04.06.2017 00:30","39305","39196"
"04.06.2017 00:30 - 04.06.2017 00:45","38612","38862"
"04.06.2017 00:45 - 04.06.2017 01:00","38252","38424"
"04.06.2017 01:00 - 04.06.2017 01:15","37639","38267"
"04.06.2017 01:15 - 04.06.2017 01:30","37135","37864"
"04.06.2017 01:30 - 04.06.2017 01:45","36716","37285"
"04.06.2017 01:45 - 04.06.2017 02:00","36506","37031"
"04.06.2017 02:00 - 04.06.2017 02:15","36063","36363"
"04.06.2017 02:15 - 04.06.2017 02:30","36038","36254"
"04.06.2017 02:30 - 04.06.2017 02:45","35864","36106"
"04.06.2017 02:45 - 04.06.2017 03:00","35570","35564"
"04.06.2017 03:00 - 04.06.2017 03:15","35601","35396"
"04.06.2017 03:15 - 04.06.2017 03:30","35521","35473"
"04.06.2017 03:30 - 04.06.2017 03:45","35495","35288"
"04.06.2017 03:45 - 04.06.2017 04:00","35394","35130"
"04.06.2017 04:00 - 04.06.2017 04:15","35424","35199"
"04.06.2017 04:15 - 04.06.2017 04:30","35706","34922"
"04.06.2017 04:30 - 04.06.2017 04:45","35659","34875"
"04.06.2017 04:45 - 04.06.2017 05:00","35733","34815"
"04.06.2017 05:00 - 04.06.2017 05:15","35728","34734"
"04.06.2017 05:15 - 04.06.2017 05:30","35213","34508"
"04.06.2017 05:30 - 04.06.2017 05:45","35133","34664"
"04.06.2017 05:45 - 04.06.2017 06:00","34850","34679"
"04.06.2017 06:00 - 04.06.2017 06:15","34932","34660"
"04.06.2017 06:15 - 04.06.2017 06:30","35141","35015"
"04.06.2017 06:30 - 04.06.2017 06:45","35382","35814"
"04.06.2017 06:45 - 04.06.2017 07:00","35858","36484"
"04.06.2017 07:00 - 04.06.2017 07:15","36903","37459"
"04.06.2017 07:15 - 04.06.2017 07:30","37841","38343"
"04.06.2017 07:30 - 04.06.2017 07:45","38846","38950"
"04.06.2017 07:45 - 04.06.2017 08:00","39963","39772"
"04.06.2017 08:00 - 04.06.2017 08:15","41452","40710"
"04.06.2017 08:15 - 04.06.2017 08:30","42595","41621"
"04.06.2017 08:30 - 04.06.2017 08:45","43266","42341"
"04.06.2017 08:45 - 04.06.2017 09:00","44285","42710"
"04.06.2017 09:00 - 04.06.2017 09:15","45522","43481"
"04.06.2017 09:15 - 04.06.2017 09:30","46391","43853"
"04.06.2017 09:30 - 04.06.2017 09:45","46949","44412"
"04.06.2017 09:45 - 04.06.2017 10:00","47570","44920"
"04.06.2017 10:00 - 04.06.2017 10:15","48407","45666"
"04.06.2017 10:15 - 04.06.2017 10:30","48840","45984"
"04.06.2017 10:30 - 04.06.2017 10:45","49398","46870"
"04.06.2017 10:45 - 04.06.2017 11:00","49612","47514"
"04.06.2017 11:00 - 04.06.2017 11:15","50552","47804"
"04.06.2017 11:15 - 04.06.2017 11:30","51129","48700"
"04.06.2017 11:30 - 04.06.2017 11:45","51667","49825"
"04.06.2017 11:45 - 04.06.2017 12:00","51840","49098"
"04.06.2017 12:00 - 04.06.2017 12:15","51348","49523"
"04.06.2017 12:15 - 04.06.2017 12:30","51330","48793"
"04.06.2017 12:30 - 04.06.2017 12:45","50545","48644"
"04.06.2017 12:45 - 04.06.2017 13:00","50261","48239"
"04.06.2017 13:00 - 04.06.2017 13:15","49217","48060"
"04.06.2017 13:15 - 04.06.2017 13:30","49357","47894"
"04.06.2017 13:30 - 04.06.2017 13:45","48872","47128"
"04.06.2017 13:45 - 04.06.2017 14:00","47821","47143"
"04.06.2017 14:00 - 04.06.2017 14:15","47661","46715"
"04.06.2017 14:15 - 04.06.2017 14:30","47281","46196"
"04.06.2017 14:30 - 04.06.2017 14:45","47252","45523"
"04.06.2017 14:45 - 04.06.2017 15:00","47252","45016"
"04.06.2017 15:00 - 04.06.2017 15:15","47595","44849"
"04.06.2017 15:15 - 04.06.2017 15:30","46552","44732"
"04.06.2017 15:30 - 04.06.2017 15:45","46235","44601"
"04.06.2017 15:45 - 04.06.2017 16:00","46012","45013"
"04.06.2017 16:00 - 04.06.2017 16:15","46294","45329"
"04.06.2017 16:15 - 04.06.2017 16:30","46709","44951"
"04.06.2017 16:30 - 04.06.2017 16:45","47263","44466"
"04.06.2017 16:45 - 04.06.2017 17:00","46197","44595"
"04.06.2017 17:00 - 04.06.2017 17:15","46355","44499"
"04.06.2017 17:15 - 04.06.2017 17:30","46353","44942"
"04.06.2017 17:30 - 04.06.2017 17:45","46770","45148"
"04.06.2017 17:45 - 04.06.2017 18:00","46599","45054"
"04.06.2017 18:00 - 04.06.2017 18:15","46679","45577"
"04.06.2017 18:15 - 04.06.2017 18:30","47286","45645"
"04.06.2017 18:30 - 04.06.2017 18:45","47179","45726"
"04.06.2017 18:45 - 04.06.2017 19:00","47221","45534"
"04.06.2017 19:00 - 04.06.2017 19:15","47609","45638"
"04.06.2017 19:15 - 04.06.2017 19:30","47433","45241"
"04.06.2017 19:30 - 04.06.2017 19:45","46969","44970"
"04.06.2017 19:45 - 04.06.2017 20:00","46766","44747"
"04.06.2017 20:00 - 04.06.2017 20:15","46739","44786"
"04.06.2017 20:15 - 04.06.2017 20:30","46655","44396"
"04.06.2017 20:30 - 04.06.2017 20:45","46006","43840"
"04.06.2017 20:45 - 04.06.2017 21:00","45920","43359"
"04.06.2017 21:00 - 04.06.2017 21:15","45385","43308"
"04.06.2017 21:15 - 04.06.2017 21:30","45465","43080"
"04.06.2017 21:30 - 04.06.2017 21:45","46189","43118"
"04.06.2017 21:45 - 04.06.2017 22:00","45871","43191"
"04.06.2017 22:00 - 04.06.2017 22:15","46214","43365"
"04.06.2017 22:15 - 04.06.2017 22:30","45989","42809"
"04.06.2017 22:30 - 04.06.2017 22:45","45229","42520"
"04.06.2017 22:45 - 04.06.2017 23:00","44221","41770"
"04.06.2017 23:00 - 04.06.2017 23:15","43209","41133"
"04.06.2017 23:15 - 04.06.2017 23:30","42635","40483"
"04.06.2017 23:30 - 04.06.2017 23:45","41909","39595"
"04.06.2017 23:45 - 05.06.2017 00:00","41014","38846"
"05.06.2017 00:00 - 05.06.2017 00:15","39542","38337"
"05.06.2017 00:15 - 05.06.2017 00:30","38688","37756"
"05.06.2017 00:30 - 05.06.2017 00:45","38214","37161"
"05.06.2017 00:45 - 05.06.2017 01:00","37830","36758"
"05.06.2017 01:00 - 05.06.2017 01:15","37315","36492"
"05.06.2017 01:15 - 05.06.2017 01:30","36683","36019"
"05.06.2017 01:30 - 05.06.2017 01:45","36373","35598"
"05.06.2017 01:45 - 05.06.2017 02:00","35990","35186"
"05.06.2017 02:00 - 05.06.2017 02:15","35679","35032"
"05.06.2017 02:15 - 05.06.2017 02:30","35419","34783"
"05.06.2017 02:30 - 05.06.2017 02:45","35411","34672"
"05.06.2017 02:45 - 05.06.2017 03:00","35214","34556"
"05.06.2017 03:00 - 05.06.2017 03:15","35190","34478"
"05.06.2017 03:15 - 05.06.2017 03:30","35131","34324"
"05.06.2017 03:30 - 05.06.2017 03:45","35108","34532"
"05.06.2017 03:45 - 05.06.2017 04:00","35188","34437"
"05.06.2017 04:00 - 05.06.2017 04:15","35418","34599"
"05.06.2017 04:15 - 05.06.2017 04:30","35557","34533"
"05.06.2017 04:30 - 05.06.2017 04:45","35711","34621"
"05.06.2017 04:45 - 05.06.2017 05:00","35818","34493"
"05.06.2017 05:00 - 05.06.2017 05:15","35869","34723"
"05.06.2017 05:15 - 05.06.2017 05:30","35482","34578"
"05.06.2017 05:30 - 05.06.2017 05:45","35583","34469"
"05.06.2017 05:45 - 05.06.2017 06:00","35637","34663"
"05.06.2017 06:00 - 05.06.2017 06:15","35693","35424"
"05.06.2017 06:15 - 05.06.2017 06:30","35924","35868"
"05.06.2017 06:30 - 05.06.2017 06:45","36357","36349"
"05.06.2017 06:45 - 05.06.2017 07:00","36752","36769"
"05.06.2017 07:00 - 05.06.2017 07:15","37527","37451"
"05.06.2017 07:15 - 05.06.2017 07:30","38393","37965"
"05.06.2017 07:30 - 05.06.2017 07:45","39502","38675"
"05.06.2017 07:45 - 05.06.2017 08:00","40763","39346"
"05.06.2017 08:00 - 05.06.2017 08:15","42056","40457"
"05.06.2017 08:15 - 05.06.2017 08:30","42855","41503"
"05.06.2017 08:30 - 05.06.2017 08:45","43398","42211"
"05.06.2017 08:45 - 05.06.2017 09:00","44453","43001"
"05.06.2017 09:00 - 05.06.2017 09:15","45628","43947"
"05.06.2017 09:15 - 05.06.2017 09:30","46546","44482"
"05.06.2017 09:30 - 05.06.2017 09:45","46910","45199"
"05.06.2017 09:45 - 05.06.2017 10:00","47548","45752"
"05.06.2017 10:00 - 05.06.2017 10:15","48277","46400"
"05.06.2017 10:15 - 05.06.2017 10:30","48864","46638"
"05.06.2017 10:30 - 05.06.2017 10:45","49411","46958"
"05.06.2017 10:45 - 05.06.2017 11:00","49778","47550"
"05.06.2017 11:00 - 05.06.2017 11:15","50737","48358"
"05.06.2017 11:15 - 05.06.2017 11:30","51138","48875"
"05.06.2017 11:30 - 05.06.2017 11:45","51782","49345"
"05.06.2017 11:45 - 05.06.2017 12:00","52551","49537"
"05.06.2017 12:00 - 05.06.2017 12:15","50782","49726"
"05.06.2017 12:15 - 05.06.2017 12:30","50193","49583"
"05.06.2017 12:30 - 05.06.2017 12:45","50057","49181"
"05.06.2017 12:45 - 05.06.2017 13:00","48856","49322"
"05.06.2017 13:00 - 05.06.2017 13:15","49330","48789"
"05.06.2017 13:15 - 05.06.2017 13:30","48527","48289"
"05.06.2017 13:30 - 05.06.2017 13:45","47802","47670"
"05.06.2017 13:45 - 05.06.2017 14:00","47350","47313"
"05.06.2017 14:00 - 05.06.2017 14:15","47383","47126"
"05.06.2017 14:15 - 05.06.2017 14:30","46698","46546"
"05.06.2017 14:30 - 05.06.2017 14:45","46053","46677"
"05.06.2017 14:45 - 05.06.2017 15:00","45840","46142"
"05.06.2017 15:00 - 05.06.2017 15:15","45727","46410"
"05.06.2017 15:15 - 05.06.2017 15:30","46177","46379"
"05.06.2017 15:30 - 05.06.2017 15:45","45944","45921"
"05.06.2017 15:45 - 05.06.2017 16:00","45913","45602"
"05.06.2017 16:00 - 05.06.2017 16:15","45213","45913"
"05.06.2017 16:15 - 05.06.2017 16:30","45485","45613"
"05.06.2017 16:30 - 05.06.2017 16:45","45298","45736"
"05.06.2017 16:45 - 05.06.2017 17:00","46188","45646"
"05.06.2017 17:00 - 05.06.2017 17:15","46722","45925"
"05.06.2017 17:15 - 05.06.2017 17:30","47013","46427"
"05.06.2017 17:30 - 05.06.2017 17:45","47137","46902"
"05.06.2017 17:45 - 05.06.2017 18:00","47851","46987"
"05.06.2017 18:00 - 05.06.2017 18:15","48093","47119"
"05.06.2017 18:15 - 05.06.2017 18:30","48156","47237"
"05.06.2017 18:30 - 05.06.2017 18:45","48585","47512"
"05.06.2017 18:45 - 05.06.2017 19:00","48857","47321"
"05.06.2017 19:00 - 05.06.2017 19:15","48740","47736"
"05.06.2017 19:15 - 05.06.2017 19:30","48621","47441"
"05.06.2017 19:30 - 05.06.2017 19:45","48493","47077"
"05.06.2017 19:45 - 05.06.2017 20:00","48336","46871"
"05.06.2017 20:00 - 05.06.2017 20:15","48578","46867"
"05.06.2017 20:15 - 05.06.2017 20:30","47774","46563"
"05.06.2017 20:30 - 05.06.2017 20:45","47457","46141"
"05.06.2017 20:45 - 05.06.2017 21:00","46962","45518"
"05.06.2017 21:00 - 05.06.2017 21:15","47094","45656"
"05.06.2017 21:15 - 05.06.2017 21:30","47028","45457"
"05.06.2017 21:30 - 05.06.2017 21:45","48349","45729"
"05.06.2017 21:45 - 05.06.2017 22:00","46604","45871"
"05.06.2017 22:00 - 05.06.2017 22:15","46925","46497"
"05.06.2017 22:15 - 05.06.2017 22:30","46705","46118"
"05.06.2017 22:30 - 05.06.2017 22:45","45726","45311"
"05.06.2017 22:45 - 05.06.2017 23:00","45138","44440"
"05.06.2017 23:00 - 05.06.2017 23:15","44510","43653"
"05.06.2017 23:15 - 05.06.2017 23:30","43975","42881"
"05.06.2017 23:30 - 05.06.2017 23:45","43266","42062"
"05.06.2017 23:45 - 06.06.2017 00:00","42688","41465"
"06.06.2017 00:00 - 06.06.2017 00:15","42607","41254"
"06.06.2017 00:15 - 06.06.2017 00:30","42394","40786"
"06.06.2017 00:30 - 06.06.2017 00:45","41905","40302"
"06.06.2017 00:45 - 06.06.2017 01:00","41677","40028"
"06.06.2017 01:00 - 06.06.2017 01:15","41007","39534"
"06.06.2017 01:15 - 06.06.2017 01:30","40712","39159"
"06.06.2017 01:30 - 06.06.2017 01:45","40433","39182"
"06.06.2017 01:45 - 06.06.2017 02:00","40306","39287"
"06.06.2017 02:00 - 06.06.2017 02:15","40035","38985"
"06.06.2017 02:15 - 06.06.2017 02:30","39931","38986"
"06.06.2017 02:30 - 06.06.2017 02:45","39878","39008"
"06.06.2017 02:45 - 06.06.2017 03:00","39844","39012"
"06.06.2017 03:00 - 06.06.2017 03:15","39998","39236"
"06.06.2017 03:15 - 06.06.2017 03:30","40043","39267"
"06.06.2017 03:30 - 06.06.2017 03:45","40165","39435"
"06.06.2017 03:45 - 06.06.2017 04:00","40357","39399"
