"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"28.05.2017 11:30 - 28.05.2017 11:45","52181","51795"
"28.05.2017 11:45 - 28.05.2017 12:00","51793","52077"
"28.05.2017 12:00 - 28.05.2017 12:15","51594","52075"
"28.05.2017 12:15 - 28.05.2017 12:30","51714","51713"
"28.05.2017 12:30 - 28.05.2017 12:45","51013","51318"
"28.05.2017 12:45 - 28.05.2017 13:00","50561","51101"
"28.05.2017 13:00 - 28.05.2017 13:15","49703","50667"
"28.05.2017 13:15 - 28.05.2017 13:30","49372","50123"
"28.05.2017 13:30 - 28.05.2017 13:45","48888","49756"
"28.05.2017 13:45 - 28.05.2017 14:00","48065","49372"
"28.05.2017 14:00 - 28.05.2017 14:15","47737","49171"
"28.05.2017 14:15 - 28.05.2017 14:30","47192","49097"
"28.05.2017 14:30 - 28.05.2017 14:45","47310","49071"
"28.05.2017 14:45 - 28.05.2017 15:00","47067","48895"
"28.05.2017 15:00 - 28.05.2017 15:15","47372","48710"
"28.05.2017 15:15 - 28.05.2017 15:30","46745","48266"
"28.05.2017 15:30 - 28.05.2017 15:45","46498","48303"
"28.05.2017 15:45 - 28.05.2017 16:00","46366","47924"
"28.05.2017 16:00 - 28.05.2017 16:15","46568","48041"
"28.05.2017 16:15 - 28.05.2017 16:30","46957","48160"
"28.05.2017 16:30 - 28.05.2017 16:45","47159","48086"
"28.05.2017 16:45 - 28.05.2017 17:00","46551","48027"
"28.05.2017 17:00 - 28.05.2017 17:15","46885","48127"
"28.05.2017 17:15 - 28.05.2017 17:30","46933","48638"
"28.05.2017 17:30 - 28.05.2017 17:45","47513","48608"
"28.05.2017 17:45 - 28.05.2017 18:00","47445","48993"
"28.05.2017 18:00 - 28.05.2017 18:15","47544","49650"
"28.05.2017 18:15 - 28.05.2017 18:30","48263","49449"
"28.05.2017 18:30 - 28.05.2017 18:45","48445","49483"
"28.05.2017 18:45 - 28.05.2017 19:00","48443","49763"
"28.05.2017 19:00 - 28.05.2017 19:15","48722","49809"
"28.05.2017 19:15 - 28.05.2017 19:30","48662","49354"
"28.05.2017 19:30 - 28.05.2017 19:45","48514","49137"
"28.05.2017 19:45 - 28.05.2017 20:00","47912","48882"
"28.05.2017 20:00 - 28.05.2017 20:15","48082","49370"
"28.05.2017 20:15 - 28.05.2017 20:30","47867","48911"
"28.05.2017 20:30 - 28.05.2017 20:45","46971","48543"
"28.05.2017 20:45 - 28.05.2017 21:00","46885","47911"
"28.05.2017 21:00 - 28.05.2017 21:15","46305","48065"
"28.05.2017 21:15 - 28.05.2017 21:30","46573","48072"
"28.05.2017 21:30 - 28.05.2017 21:45","47256","47968"
"28.05.2017 21:45 - 28.05.2017 22:00","47418","48481"
"28.05.2017 22:00 - 28.05.2017 22:15","47554","49133"
"28.05.2017 22:15 - 28.05.2017 22:30","47343","48892"
"28.05.2017 22:30 - 28.05.2017 22:45","46545","47920"
"28.05.2017 22:45 - 28.05.2017 23:00","45496","46888"
"28.05.2017 23:00 - 28.05.2017 23:15","44229","46124"
"28.05.2017 23:15 - 28.05.2017 23:30","43485","45312"
"28.05.2017 23:30 - 28.05.2017 23:45","42887","44487"
"28.05.2017 23:45 - 29.05.2017 00:00","42291","43777"
"29.05.2017 00:00 - 29.05.2017 00:15","41849","42838"
"29.05.2017 00:15 - 29.05.2017 00:30","41505","42239"
"29.05.2017 00:30 - 29.05.2017 00:45","41043","41707"
"29.05.2017 00:45 - 29.05.2017 01:00","40533","41427"
"29.05.2017 01:00 - 29.05.2017 01:15","40038","40935"
"29.05.2017 01:15 - 29.05.2017 01:30","39740","40541"
"29.05.2017 01:30 - 29.05.2017 01:45","39427","40313"
"29.05.2017 01:45 - 29.05.2017 02:00","39152","40050"
"29.05.2017 02:00 - 29.05.2017 02:15","38974","39977"
"29.05.2017 02:15 - 29.05.2017 02:30","38834","39890"
"29.05.2017 02:30 - 29.05.2017 02:45","38885","39786"
"29.05.2017 02:45 - 29.05.2017 03:00","38904","39807"
"29.05.2017 03:00 - 29.05.2017 03:15","39042","39846"
"29.05.2017 03:15 - 29.05.2017 03:30","39032","40159"
"29.05.2017 03:30 - 29.05.2017 03:45","39173","40166"
"29.05.2017 03:45 - 29.05.2017 04:00","39257","40567"
"29.05.2017 04:00 - 29.05.2017 04:15","40113","40876"
"29.05.2017 04:15 - 29.05.2017 04:30","40545","40843"
"29.05.2017 04:30 - 29.05.2017 04:45","41082","41277"
"29.05.2017 04:45 - 29.05.2017 05:00","41648","41770"
"29.05.2017 05:00 - 29.05.2017 05:15","43030","42858"
"29.05.2017 05:15 - 29.05.2017 05:30","43570","43695"
"29.05.2017 05:30 - 29.05.2017 05:45","44758","44981"
"29.05.2017 05:45 - 29.05.2017 06:00","46587","46752"
"29.05.2017 06:00 - 29.05.2017 06:15","50035","50519"
"29.05.2017 06:15 - 29.05.2017 06:30","52521","53096"
"29.05.2017 06:30 - 29.05.2017 06:45","54490","54956"
"29.05.2017 06:45 - 29.05.2017 07:00","56175","56458"
"29.05.2017 07:00 - 29.05.2017 07:15","58205","58855"
"29.05.2017 07:15 - 29.05.2017 07:30","59566","60075"
"29.05.2017 07:30 - 29.05.2017 07:45","60739","61181"
"29.05.2017 07:45 - 29.05.2017 08:00","61852","61935"
"29.05.2017 08:00 - 29.05.2017 08:15","62838","63165"
"29.05.2017 08:15 - 29.05.2017 08:30","63249","64019"
"29.05.2017 08:30 - 29.05.2017 08:45","63494","64529"
"29.05.2017 08:45 - 29.05.2017 09:00","63572","64915"
"29.05.2017 09:00 - 29.05.2017 09:15","63357","64465"
"29.05.2017 09:15 - 29.05.2017 09:30","63670","65002"
"29.05.2017 09:30 - 29.05.2017 09:45","64103","65681"
"29.05.2017 09:45 - 29.05.2017 10:00","64512","65528"
"29.05.2017 10:00 - 29.05.2017 10:15","64860","65699"
"29.05.2017 10:15 - 29.05.2017 10:30","65198","66149"
"29.05.2017 10:30 - 29.05.2017 10:45","65352","66792"
"29.05.2017 10:45 - 29.05.2017 11:00","65730","67116"
"29.05.2017 11:00 - 29.05.2017 11:15","66081","67759"
"29.05.2017 11:15 - 29.05.2017 11:30","66339","68266"
"29.05.2017 11:30 - 29.05.2017 11:45","66775","68698"
"29.05.2017 11:45 - 29.05.2017 12:00","66835","68902"
"29.05.2017 12:00 - 29.05.2017 12:15","65906","68852"
"29.05.2017 12:15 - 29.05.2017 12:30","65496","68687"
"29.05.2017 12:30 - 29.05.2017 12:45","65809","68753"
"29.05.2017 12:45 - 29.05.2017 13:00","65202","68925"
"29.05.2017 13:00 - 29.05.2017 13:15","65793","69162"
"29.05.2017 13:15 - 29.05.2017 13:30","65253","69023"
"29.05.2017 13:30 - 29.05.2017 13:45","64805","68133"
"29.05.2017 13:45 - 29.05.2017 14:00","64372","67618"
"29.05.2017 14:00 - 29.05.2017 14:15","63837","67379"
"29.05.2017 14:15 - 29.05.2017 14:30","63535","67460"
"29.05.2017 14:30 - 29.05.2017 14:45","62763","67252"
"29.05.2017 14:45 - 29.05.2017 15:00","62692","66821"
"29.05.2017 15:00 - 29.05.2017 15:15","62313","66758"
"29.05.2017 15:15 - 29.05.2017 15:30","62658","66426"
"29.05.2017 15:30 - 29.05.2017 15:45","62105","65821"
"29.05.2017 15:45 - 29.05.2017 16:00","61702","65281"
"29.05.2017 16:00 - 29.05.2017 16:15","61066","64883"
"29.05.2017 16:15 - 29.05.2017 16:30","60489","64607"
"29.05.2017 16:30 - 29.05.2017 16:45","59754","64354"
"29.05.2017 16:45 - 29.05.2017 17:00","60698","63836"
"29.05.2017 17:00 - 29.05.2017 17:15","60507","63888"
"29.05.2017 17:15 - 29.05.2017 17:30","60539","63666"
"29.05.2017 17:30 - 29.05.2017 17:45","60081","63703"
"29.05.2017 17:45 - 29.05.2017 18:00","60491","63523"
"29.05.2017 18:00 - 29.05.2017 18:15","60158","63350"
"29.05.2017 18:15 - 29.05.2017 18:30","59622","63393"
"29.05.2017 18:30 - 29.05.2017 18:45","60031","63342"
"29.05.2017 18:45 - 29.05.2017 19:00","60150","63509"
"29.05.2017 19:00 - 29.05.2017 19:15","59555","62952"
"29.05.2017 19:15 - 29.05.2017 19:30","59323","62396"
"29.05.2017 19:30 - 29.05.2017 19:45","59052","62200"
"29.05.2017 19:45 - 29.05.2017 20:00","59017","62149"
"29.05.2017 20:00 - 29.05.2017 20:15","58294","61854"
"29.05.2017 20:15 - 29.05.2017 20:30","57487","60883"
"29.05.2017 20:30 - 29.05.2017 20:45","56962","60254"
"29.05.2017 20:45 - 29.05.2017 21:00","55866","59554"
"29.05.2017 21:00 - 29.05.2017 21:15","55901","58890"
"29.05.2017 21:15 - 29.05.2017 21:30","55425","58418"
"29.05.2017 21:30 - 29.05.2017 21:45","55452","58158"
"29.05.2017 21:45 - 29.05.2017 22:00","54029","57115"
"29.05.2017 22:00 - 29.05.2017 22:15","53355","56753"
"29.05.2017 22:15 - 29.05.2017 22:30","52660","55889"
"29.05.2017 22:30 - 29.05.2017 22:45","51535","54436"
"29.05.2017 22:45 - 29.05.2017 23:00","50461","52996"
"29.05.2017 23:00 - 29.05.2017 23:15","49376","51887"
"29.05.2017 23:15 - 29.05.2017 23:30","48360","50971"
"29.05.2017 23:30 - 29.05.2017 23:45","47467","49875"
"29.05.2017 23:45 - 30.05.2017 00:00","46718","48973"
"30.05.2017 00:00 - 30.05.2017 00:15","46820","47996"
"30.05.2017 00:15 - 30.05.2017 00:30","46298","47574"
"30.05.2017 00:30 - 30.05.2017 00:45","45706","46872"
"30.05.2017 00:45 - 30.05.2017 01:00","45146","46472"
"30.05.2017 01:00 - 30.05.2017 01:15","44620","45949"
"30.05.2017 01:15 - 30.05.2017 01:30","44278","45643"
"30.05.2017 01:30 - 30.05.2017 01:45","43787","45241"
"30.05.2017 01:45 - 30.05.2017 02:00","43394","44892"
"30.05.2017 02:00 - 30.05.2017 02:15","43119","44135"
"30.05.2017 02:15 - 30.05.2017 02:30","42966","43984"
"30.05.2017 02:30 - 30.05.2017 02:45","42967","43888"
"30.05.2017 02:45 - 30.05.2017 03:00","42999","44132"
"30.05.2017 03:00 - 30.05.2017 03:15","43084","43763"
"30.05.2017 03:15 - 30.05.2017 03:30","43144","44138"
"30.05.2017 03:30 - 30.05.2017 03:45","43191","44173"
"30.05.2017 03:45 - 30.05.2017 04:00","43182","44156"
"30.05.2017 04:00 - 30.05.2017 04:15","43691","44501"
"30.05.2017 04:15 - 30.05.2017 04:30","44007","44894"
"30.05.2017 04:30 - 30.05.2017 04:45","44411","45384"
"30.05.2017 04:45 - 30.05.2017 05:00","44874","45775"
"30.05.2017 05:00 - 30.05.2017 05:15","45856","47092"
"30.05.2017 05:15 - 30.05.2017 05:30","46360","47542"
"30.05.2017 05:30 - 30.05.2017 05:45","47507","48618"
"30.05.2017 05:45 - 30.05.2017 06:00","48840","50230"
"30.05.2017 06:00 - 30.05.2017 06:15","52064","53538"
"30.05.2017 06:15 - 30.05.2017 06:30","54400","55652"
"30.05.2017 06:30 - 30.05.2017 06:45","56130","57663"
"30.05.2017 06:45 - 30.05.2017 07:00","57748","59248"
"30.05.2017 07:00 - 30.05.2017 07:15","59733","61023"
"30.05.2017 07:15 - 30.05.2017 07:30","60974","62699"
"30.05.2017 07:30 - 30.05.2017 07:45","62189","63702"
"30.05.2017 07:45 - 30.05.2017 08:00","63189","64649"
"30.05.2017 08:00 - 30.05.2017 08:15","64113","65343"
"30.05.2017 08:15 - 30.05.2017 08:30","64545","66152"
"30.05.2017 08:30 - 30.05.2017 08:45","64727","67153"
"30.05.2017 08:45 - 30.05.2017 09:00","64762","67526"
"30.05.2017 09:00 - 30.05.2017 09:15","64620","67088"
"30.05.2017 09:15 - 30.05.2017 09:30","64748","67520"
"30.05.2017 09:30 - 30.05.2017 09:45","65065","68168"
"30.05.2017 09:45 - 30.05.2017 10:00","65602","68740"
"30.05.2017 10:00 - 30.05.2017 10:15","65858","68770"
"30.05.2017 10:15 - 30.05.2017 10:30","66337","69237"
"30.05.2017 10:30 - 30.05.2017 10:45","66584","69299"
"30.05.2017 10:45 - 30.05.2017 11:00","67032","70403"
"30.05.2017 11:00 - 30.05.2017 11:15","67289","70607"
"30.05.2017 11:15 - 30.05.2017 11:30","67771","71002"
"30.05.2017 11:30 - 30.05.2017 11:45","68297","71803"
"30.05.2017 11:45 - 30.05.2017 12:00","67792","71711"
"30.05.2017 12:00 - 30.05.2017 12:15","67770","70939"
"30.05.2017 12:15 - 30.05.2017 12:30","67665","70499"
"30.05.2017 12:30 - 30.05.2017 12:45","67444","70417"
"30.05.2017 12:45 - 30.05.2017 13:00","67540","70583"
"30.05.2017 13:00 - 30.05.2017 13:15","66975","69834"
"30.05.2017 13:15 - 30.05.2017 13:30","66925","70033"
"30.05.2017 13:30 - 30.05.2017 13:45","66450","69610"
"30.05.2017 13:45 - 30.05.2017 14:00","65643","68835"
"30.05.2017 14:00 - 30.05.2017 14:15","65274","68508"
"30.05.2017 14:15 - 30.05.2017 14:30","65016","68431"
"30.05.2017 14:30 - 30.05.2017 14:45","64925","68285"
"30.05.2017 14:45 - 30.05.2017 15:00","65007","67836"
"30.05.2017 15:00 - 30.05.2017 15:15","65073","67595"
"30.05.2017 15:15 - 30.05.2017 15:30","64308","67329"
"30.05.2017 15:30 - 30.05.2017 15:45","64060","66447"
"30.05.2017 15:45 - 30.05.2017 16:00","63457","66690"
"30.05.2017 16:00 - 30.05.2017 16:15","63307","66523"
"30.05.2017 16:15 - 30.05.2017 16:30","63152","66783"
"30.05.2017 16:30 - 30.05.2017 16:45","63112","66013"
"30.05.2017 16:45 - 30.05.2017 17:00","62537","65350"
"30.05.2017 17:00 - 30.05.2017 17:15","62281","65229"
"30.05.2017 17:15 - 30.05.2017 17:30","62337","65099"
"30.05.2017 17:30 - 30.05.2017 17:45","62403","64919"
"30.05.2017 17:45 - 30.05.2017 18:00","62218","64958"
"30.05.2017 18:00 - 30.05.2017 18:15","61683","63870"
"30.05.2017 18:15 - 30.05.2017 18:30","61523","63064"
"30.05.2017 18:30 - 30.05.2017 18:45","61684","63628"
"30.05.2017 18:45 - 30.05.2017 19:00","61747","63389"
"30.05.2017 19:00 - 30.05.2017 19:15","61497","62610"
"30.05.2017 19:15 - 30.05.2017 19:30","61189","62386"
"30.05.2017 19:30 - 30.05.2017 19:45","60877","62720"
"30.05.2017 19:45 - 30.05.2017 20:00","60282","62269"
"30.05.2017 20:00 - 30.05.2017 20:15","59503","61191"
"30.05.2017 20:15 - 30.05.2017 20:30","58846","60561"
"30.05.2017 20:30 - 30.05.2017 20:45","57962","59583"
"30.05.2017 20:45 - 30.05.2017 21:00","57295","58520"
"30.05.2017 21:00 - 30.05.2017 21:15","56520","58288"
"30.05.2017 21:15 - 30.05.2017 21:30","56378","57878"
"30.05.2017 21:30 - 30.05.2017 21:45","55950","57505"
"30.05.2017 21:45 - 30.05.2017 22:00","55560","56883"
"30.05.2017 22:00 - 30.05.2017 22:15","55044","56470"
"30.05.2017 22:15 - 30.05.2017 22:30","54430","55635"
"30.05.2017 22:30 - 30.05.2017 22:45","53331","54316"
"30.05.2017 22:45 - 30.05.2017 23:00","51945","53001"
"30.05.2017 23:00 - 30.05.2017 23:15","50546","51551"
"30.05.2017 23:15 - 30.05.2017 23:30","49489","50310"
"30.05.2017 23:30 - 30.05.2017 23:45","48615","49434"
"30.05.2017 23:45 - 31.05.2017 00:00","47820","48765"
"31.05.2017 00:00 - 31.05.2017 00:15","47401","47743"
"31.05.2017 00:15 - 31.05.2017 00:30","46932","47345"
"31.05.2017 00:30 - 31.05.2017 00:45","46420","47195"
"31.05.2017 00:45 - 31.05.2017 01:00","45818","46663"
"31.05.2017 01:00 - 31.05.2017 01:15","45113","46354"
"31.05.2017 01:15 - 31.05.2017 01:30","44651","46121"
"31.05.2017 01:30 - 31.05.2017 01:45","44365","46044"
"31.05.2017 01:45 - 31.05.2017 02:00","44089","45741"
"31.05.2017 02:00 - 31.05.2017 02:15","43588","44851"
"31.05.2017 02:15 - 31.05.2017 02:30","43392","44495"
"31.05.2017 02:30 - 31.05.2017 02:45","43358","44555"
"31.05.2017 02:45 - 31.05.2017 03:00","43387","44647"
"31.05.2017 03:00 - 31.05.2017 03:15","43566","44601"
"31.05.2017 03:15 - 31.05.2017 03:30","43687","44240"
"31.05.2017 03:30 - 31.05.2017 03:45","43733","44680"
"31.05.2017 03:45 - 31.05.2017 04:00","43740","44709"
"31.05.2017 04:00 - 31.05.2017 04:15","44198","45216"
"31.05.2017 04:15 - 31.05.2017 04:30","44530","45826"
"31.05.2017 04:30 - 31.05.2017 04:45","44910","45860"
"31.05.2017 04:45 - 31.05.2017 05:00","45381","46334"
"31.05.2017 05:00 - 31.05.2017 05:15","46531","47104"
"31.05.2017 05:15 - 31.05.2017 05:30","47022","47742"
"31.05.2017 05:30 - 31.05.2017 05:45","47958","48943"
"31.05.2017 05:45 - 31.05.2017 06:00","49392","50275"
"31.05.2017 06:00 - 31.05.2017 06:15","52337","53004"
"31.05.2017 06:15 - 31.05.2017 06:30","54475","55290"
"31.05.2017 06:30 - 31.05.2017 06:45","56435","57514"
"31.05.2017 06:45 - 31.05.2017 07:00","57910","59085"
"31.05.2017 07:00 - 31.05.2017 07:15","59860","60837"
"31.05.2017 07:15 - 31.05.2017 07:30","60598","61943"
"31.05.2017 07:30 - 31.05.2017 07:45","61539","63261"
"31.05.2017 07:45 - 31.05.2017 08:00","62560","64019"
"31.05.2017 08:00 - 31.05.2017 08:15","63333","64722"
"31.05.2017 08:15 - 31.05.2017 08:30","64015","65179"
"31.05.2017 08:30 - 31.05.2017 08:45","64538","65910"
"31.05.2017 08:45 - 31.05.2017 09:00","64671","66348"
"31.05.2017 09:00 - 31.05.2017 09:15","64543","66310"
"31.05.2017 09:15 - 31.05.2017 09:30","64940","66878"
"31.05.2017 09:30 - 31.05.2017 09:45","65410","67444"
"31.05.2017 09:45 - 31.05.2017 10:00","65750","67758"
"31.05.2017 10:00 - 31.05.2017 10:15","65993","68453"
"31.05.2017 10:15 - 31.05.2017 10:30","66450","68654"
"31.05.2017 10:30 - 31.05.2017 10:45","66882","68842"
"31.05.2017 10:45 - 31.05.2017 11:00","67109","69754"
"31.05.2017 11:00 - 31.05.2017 11:15","67633","70033"
"31.05.2017 11:15 - 31.05.2017 11:30","67805","70910"
"31.05.2017 11:30 - 31.05.2017 11:45","68047","71003"
"31.05.2017 11:45 - 31.05.2017 12:00","67479","70947"
"31.05.2017 12:00 - 31.05.2017 12:15","67441","70164"
"31.05.2017 12:15 - 31.05.2017 12:30","67392","70106"
"31.05.2017 12:30 - 31.05.2017 12:45","67399","70034"
"31.05.2017 12:45 - 31.05.2017 13:00","67360","70304"
"31.05.2017 13:00 - 31.05.2017 13:15","66868","70222"
"31.05.2017 13:15 - 31.05.2017 13:30","66772","69574"
"31.05.2017 13:30 - 31.05.2017 13:45","66127","69182"
"31.05.2017 13:45 - 31.05.2017 14:00","65386","68742"
"31.05.2017 14:00 - 31.05.2017 14:15","64895","68164"
"31.05.2017 14:15 - 31.05.2017 14:30","64604","67934"
"31.05.2017 14:30 - 31.05.2017 14:45","64331","68053"
"31.05.2017 14:45 - 31.05.2017 15:00","64497","67393"
"31.05.2017 15:00 - 31.05.2017 15:15","64632","67601"
"31.05.2017 15:15 - 31.05.2017 15:30","63902","67545"
"31.05.2017 15:30 - 31.05.2017 15:45","63640","66618"
"31.05.2017 15:45 - 31.05.2017 16:00","63266","65819"
"31.05.2017 16:00 - 31.05.2017 16:15","62917","65571"
"31.05.2017 16:15 - 31.05.2017 16:30","63100","65425"
"31.05.2017 16:30 - 31.05.2017 16:45","62960","64930"
"31.05.2017 16:45 - 31.05.2017 17:00","62424","64406"
"31.05.2017 17:00 - 31.05.2017 17:15","62316","63881"
"31.05.2017 17:15 - 31.05.2017 17:30","62238","63886"
"31.05.2017 17:30 - 31.05.2017 17:45","62255","63698"
"31.05.2017 17:45 - 31.05.2017 18:00","62107","63657"
"31.05.2017 18:00 - 31.05.2017 18:15","61693","63006"
"31.05.2017 18:15 - 31.05.2017 18:30","61713","62612"
"31.05.2017 18:30 - 31.05.2017 18:45","61922","62756"
"31.05.2017 18:45 - 31.05.2017 19:00","61901","63165"
"31.05.2017 19:00 - 31.05.2017 19:15","61758","62844"
"31.05.2017 19:15 - 31.05.2017 19:30","61398","62349"
"31.05.2017 19:30 - 31.05.2017 19:45","61096","61996"
"31.05.2017 19:45 - 31.05.2017 20:00","60591","61587"
"31.05.2017 20:00 - 31.05.2017 20:15","59669","60955"
"31.05.2017 20:15 - 31.05.2017 20:30","58978","59852"
"31.05.2017 20:30 - 31.05.2017 20:45","58170","58970"
"31.05.2017 20:45 - 31.05.2017 21:00","57543","58296"
"31.05.2017 21:00 - 31.05.2017 21:15","56577","57109"
"31.05.2017 21:15 - 31.05.2017 21:30","56488","56886"
"31.05.2017 21:30 - 31.05.2017 21:45","55967","56048"
"31.05.2017 21:45 - 31.05.2017 22:00","55390","55400"
"31.05.2017 22:00 - 31.05.2017 22:15","54928","55109"
"31.05.2017 22:15 - 31.05.2017 22:30","54191","54544"
"31.05.2017 22:30 - 31.05.2017 22:45","52985","53424"
"31.05.2017 22:45 - 31.05.2017 23:00","51669","52279"
"31.05.2017 23:00 - 31.05.2017 23:15","50271","51165"
"31.05.2017 23:15 - 31.05.2017 23:30","49457","50268"
"31.05.2017 23:30 - 31.05.2017 23:45","48676","49201"
"31.05.2017 23:45 - 01.06.2017 00:00","47949","48069"
"01.06.2017 00:00 - 01.06.2017 00:15","47480","47348"
"01.06.2017 00:15 - 01.06.2017 00:30","46915","46818"
"01.06.2017 00:30 - 01.06.2017 00:45","46201","46035"
"01.06.2017 00:45 - 01.06.2017 01:00","45645","45287"
"01.06.2017 01:00 - 01.06.2017 01:15","45102","45143"
"01.06.2017 01:15 - 01.06.2017 01:30","44608","44637"
"01.06.2017 01:30 - 01.06.2017 01:45","44308","44734"
"01.06.2017 01:45 - 01.06.2017 02:00","43905","44244"
"01.06.2017 02:00 - 01.06.2017 02:15","43570","43723"
"01.06.2017 02:15 - 01.06.2017 02:30","43417","43386"
"01.06.2017 02:30 - 01.06.2017 02:45","43471","43496"
"01.06.2017 02:45 - 01.06.2017 03:00","43426","43761"
"01.06.2017 03:00 - 01.06.2017 03:15","43545","43806"
"01.06.2017 03:15 - 01.06.2017 03:30","43601","43747"
"01.06.2017 03:30 - 01.06.2017 03:45","43571","43790"
"01.06.2017 03:45 - 01.06.2017 04:00","43668","43637"
"01.06.2017 04:00 - 01.06.2017 04:15","44011","44087"
"01.06.2017 04:15 - 01.06.2017 04:30","44434","44121"
"01.06.2017 04:30 - 01.06.2017 04:45","44868","44353"
"01.06.2017 04:45 - 01.06.2017 05:00","45335","44935"
"01.06.2017 05:00 - 01.06.2017 05:15","46398","45667"
"01.06.2017 05:15 - 01.06.2017 05:30","46897","46019"
"01.06.2017 05:30 - 01.06.2017 05:45","47836","47155"
"01.06.2017 05:45 - 01.06.2017 06:00","49234","48704"
"01.06.2017 06:00 - 01.06.2017 06:15","52179","51620"
"01.06.2017 06:15 - 01.06.2017 06:30","54455","53963"
"01.06.2017 06:30 - 01.06.2017 06:45","56348","55643"
"01.06.2017 06:45 - 01.06.2017 07:00","57925","57551"
"01.06.2017 07:00 - 01.06.2017 07:15","59980","59142"
"01.06.2017 07:15 - 01.06.2017 07:30","61177","60427"
"01.06.2017 07:30 - 01.06.2017 07:45","62559","61406"
"01.06.2017 07:45 - 01.06.2017 08:00","63646","62361"
"01.06.2017 08:00 - 01.06.2017 08:15","64514","63071"
"01.06.2017 08:15 - 01.06.2017 08:30","65122","63982"
"01.06.2017 08:30 - 01.06.2017 08:45","65530","64726"
"01.06.2017 08:45 - 01.06.2017 09:00","65644","64697"
"01.06.2017 09:00 - 01.06.2017 09:15","65629","64596"
"01.06.2017 09:15 - 01.06.2017 09:30","66083","64493"
"01.06.2017 09:30 - 01.06.2017 09:45","66525","64993"
"01.06.2017 09:45 - 01.06.2017 10:00","66836","65185"
"01.06.2017 10:00 - 01.06.2017 10:15","67330","65596"
"01.06.2017 10:15 - 01.06.2017 10:30","67692","66063"
"01.06.2017 10:30 - 01.06.2017 10:45","67929","66693"
"01.06.2017 10:45 - 01.06.2017 11:00","68097","66793"
"01.06.2017 11:00 - 01.06.2017 11:15","68330","67377"
"01.06.2017 11:15 - 01.06.2017 11:30","68688","67608"
"01.06.2017 11:30 - 01.06.2017 11:45","68882","68169"
"01.06.2017 11:45 - 01.06.2017 12:00","68434","68038"
"01.06.2017 12:00 - 01.06.2017 12:15","68299","67974"
"01.06.2017 12:15 - 01.06.2017 12:30","67907","67848"
"01.06.2017 12:30 - 01.06.2017 12:45","67776","67594"
"01.06.2017 12:45 - 01.06.2017 13:00","67884","67494"
"01.06.2017 13:00 - 01.06.2017 13:15","67382","67488"
"01.06.2017 13:15 - 01.06.2017 13:30","67267","67172"
"01.06.2017 13:30 - 01.06.2017 13:45","66663","66500"
"01.06.2017 13:45 - 01.06.2017 14:00","65977","65595"
"01.06.2017 14:00 - 01.06.2017 14:15","65734","65617"
"01.06.2017 14:15 - 01.06.2017 14:30","65637","65520"
"01.06.2017 14:30 - 01.06.2017 14:45","65403","65347"
"01.06.2017 14:45 - 01.06.2017 15:00","65742","65113"
"01.06.2017 15:00 - 01.06.2017 15:15","65963","64926"
"01.06.2017 15:15 - 01.06.2017 15:30","65221","64467"
"01.06.2017 15:30 - 01.06.2017 15:45","64860","64116"
"01.06.2017 15:45 - 01.06.2017 16:00","64206","63809"
"01.06.2017 16:00 - 01.06.2017 16:15","64136","63776"
"01.06.2017 16:15 - 01.06.2017 16:30","64264","63449"
"01.06.2017 16:30 - 01.06.2017 16:45","63747","63340"
"01.06.2017 16:45 - 01.06.2017 17:00","62800","63134"
"01.06.2017 17:00 - 01.06.2017 17:15","62981","62917"
"01.06.2017 17:15 - 01.06.2017 17:30","62874","62642"
"01.06.2017 17:30 - 01.06.2017 17:45","62922","62848"
"01.06.2017 17:45 - 01.06.2017 18:00","62906","62427"
"01.06.2017 18:00 - 01.06.2017 18:15","62483","61716"
"01.06.2017 18:15 - 01.06.2017 18:30","62466","61542"
"01.06.2017 18:30 - 01.06.2017 18:45","62675","61485"
"01.06.2017 18:45 - 01.06.2017 19:00","62834","61752"
"01.06.2017 19:00 - 01.06.2017 19:15","62611","61481"
"01.06.2017 19:15 - 01.06.2017 19:30","62242","61165"
"01.06.2017 19:30 - 01.06.2017 19:45","62074","60742"
"01.06.2017 19:45 - 01.06.2017 20:00","61636","60453"
"01.06.2017 20:00 - 01.06.2017 20:15","60662","59887"
"01.06.2017 20:15 - 01.06.2017 20:30","59864","59273"
"01.06.2017 20:30 - 01.06.2017 20:45","59018","58344"
"01.06.2017 20:45 - 01.06.2017 21:00","58276","57520"
"01.06.2017 21:00 - 01.06.2017 21:15","57483","56799"
"01.06.2017 21:15 - 01.06.2017 21:30","57160","56418"
"01.06.2017 21:30 - 01.06.2017 21:45","56605","56175"
"01.06.2017 21:45 - 01.06.2017 22:00","56159","55626"
"01.06.2017 22:00 - 01.06.2017 22:15","55765","55311"
"01.06.2017 22:15 - 01.06.2017 22:30","54979","54387"
"01.06.2017 22:30 - 01.06.2017 22:45","53768","53410"
"01.06.2017 22:45 - 01.06.2017 23:00","52419","52158"
"01.06.2017 23:00 - 01.06.2017 23:15","50906","51297"
"01.06.2017 23:15 - 01.06.2017 23:30","49974","50086"
"01.06.2017 23:30 - 01.06.2017 23:45","49048","49347"
"01.06.2017 23:45 - 02.06.2017 00:00","48054","48380"
"02.06.2017 00:00 - 02.06.2017 00:15","46680","47619"
